"Title","LA other short-term assets                                              ","Central government Net Cash Requirement (Own Account): £m: CPNSA        ","Official reserves outstanding : total #m                                ","Central government Net Cash Requirement: £m: CPNSA                      ","Central Government: Capital transfers to CG: (£m)                       ","Public sector consolidated total debt: Nominal values                   ","PSNB as a % of GDP (rolling 4 quarter average)                          ","PS current budget as a % of GDP (rolling 4 quarter average)             ","PC MFI Net borrowing                                                    ","General government consolidated gross debt - nominal values             ","CG gross debt: Total                                                    ","CG: Impact of APF transfers on CGNB: £m                                 ","Central Government: Pension contributions: (£m)                         ","Central Government: Other (residual), Other taxes: (£m)                 ","Central Government: Total revenue: (£m)                                 ","Central Government: Total taxes: (£m)                                   ","Central Government: Total current expenditure: (£m)                     ","Central Government: Other interest and dividends: (£m)                  ","PC MFI Net Cash requirement                                             ","Central Government: Total capital expenditure: (£m)                     ","Central Government: Other (residual), Other receipts: (£m)              ","Inland Revenue : petroleum revenue tax receipts £ million               ","Central Government: Taxes reveivable: (£m)                              ","Market holdings of gilts: Total                                         ","Central Government: Other taxes on income and wealth: (£m)              ","Network Rail Bonds element of CG Gross Debt: (£m)                       ","Market holdings of sterling Treasury bills                              ","Central Government: Total expenditure: (£m)                             ","Central Government: Purchase of goods and services: (£m)                ","Central Government: Consolidated Fund Cash receipts from IR: Corporation Tax: £m","Central Government: Taxes on alcohol: (£m)                              ","Central Government: Public service pension payments: (£m)               ","Central Government: Other taxes on production: (£m)                     ","Central Government: Capital grants to local government: (£m)            ","Central Government: Other income tax: (£m)                              ","Central Government: Capital grants to public corporations: (£m)         ","Central Government: PAYE Income Tax: (£m)                               ","Financial PCs Gross debt                                                ","CG D.76u VAT and GNI based EU own resource                              ","Central Government: Capital transfer from CG: (£m)                      ","CG: Market output and output for own final use: £m: NSA                 ","General Government Net Borrowing (B.9g): £m CPNSA                       ","CG Gilts adjustments (ESA10)                                            ","CG Other miscellaneous transactions (ESA10)                             ","NS outstanding: contribution to PSNCR financing #m                      ","CG Net acquisition of company securities (ESA10)                        ","CG Accounts receivable/payable (F7)                                     ","Central Government: Cash Outlays: Net departmental outlays: £m          ","LG Gross Debt (Unconsolidated) Total: Maastricht News Release Table 2   ","Central Government: Cash Outlays: Total: £m                             ","General Government Net Debt: (£m)                                       ","Central Government: Cash Receipts: Total: £m                            ","General Government liquid assets: (£m)                                  ","Accrued interest on index-linked gilts (gross) net of redemptions (Same as NMQZ)","Central Government: Cash Outlays: Interest payments: £m                 ","Public sector net debt £ million                                        ","Central Government: Cash Receipts: Interest and dividends: £m           ","CG Net lending to private sector and abroad (ESA10)                     ","Public sector liquid assets                                             ","Central Government: Cash Receipts: Other: £m                            ","BEAPFF - Loan liability (£m)                                            ","PSND (excluding NR) as a % of GDP                                       ","PSEX Series                                                             ","CG: Rent, received: D45: CP NSA                                         ","CG: COFOG :D3 Subsidies, Total paid CP NSA                              ","PSEX Series                                                             ","ESA95: CG uses: D621: Social security benefits in cash: CP NSA          ","Public corporations contribution to PSNCR: £m: CPNSA                    ","PSex: Net Aquisition of Company Securities: £m CPNSA                    ","PSex: Surplus on Current Budget: £m CPNSA                               ","PSex: Accounts Receivable / Payable: £m CPNSA                           ","Local government contribution to PSNCR: £m: CPNSA                       ","PSex: Net Lending to Private Sector and RoW: £m CPNSA                   ","PSex: Net Cash Requirement: £m CPNSA                                    ","REC3 Official Reserves                                                  ","PSex: Adjustments for Interest on Gilts: £m CPNSA                       ","PSCB as a % of GDP (rolling 4 quarter average)                          ","PSex: Other Financial Transactions: £m CPNSA                            ","REC3 National Savings                                                   ","Central Government: Taxes on income receivable: £m CPNSA                ","APF gilt holdings at nominal value                                      ","CG:uses:current transfers within General Government:D73:Total CP NSA    ","PSex: Net investment: £m CPNSA                                          ","REC3 Other                                                              ","Central Government: Compulsory social contributions receivable: £m: CPNSA","REC3 Debt Management Account                                            ","REC3 Foreign Currency                                                   ","Central Government: Total Current Receipts receivable: £m: CPNSA        ","CG: Total compensation of employees, paid (D1)                          ","CGNCR: Central Government on-lending to Local government: £m: CPNSA     ","Gross Operating Surplus: General Government: Central: CP NSA            ","Central Government: Final consumption expenditure: P3 Total: CP NSA     ","CG debt: Other sterling debt & Foreign Currency (PSND)                  ","CG Deposits and other short term assets: Other liquid assets (PSND): (£m)","New PS Ex: PSex/PSBGs cross holdings of debt: (£m)                      ","Central Government: Capital transfers to Asset Purchase Facility (APF): (£m)","Public sector finances: Central Government: Surplus on Current Budget: £m: CPNSA","Hydrocarbon oils (accrued)                                              ","NRAM and B&B element of CG Gross Debt                                   ","BEAPFF - Interest receivable (£m)                                       ","BEAPFF - Interest payable (£m)                                          ","Central Government: Current expenditure: Total payable: £m: CPNSA       ","BEAPFF - Net interest received (£m)                                     ","Television Licence Tax (excl licence fees paid by DWP for over-75s 2000/01)","Central Government: Taxes on production and imports, receivable: £m CPNSA","Local Government:LI:LEVEL:Loans: (Equals NJJA) CP NSA                   ","HMRC cash receipts: Stamp Duties: shares (UK Total)                     ","LA debt: level: bank and building society deposits                      ","CG: social security contributions - cash receipts                       ","CG liquid assets: level: Other central government liquid assets (PSND)  ","CG liquid assets: level: bank and building society deposits (PSND)      ","Central Government: Current expenditure: Other payable: £m: CPNSA       ","Central Government: Taxes (not on production or income) receivable: £m: CPNSA","PSND (excluding NR)                                                     ","Central Government: Other income receivable: £m: CPNSA                  ","CG: NNDR accrued receipts (dist to LAs - CG contribution)               ","Central Government: Interest and dividends receivable: £m: CPNSA        ","CG: Net Cash Requirement (Own Account) ex. UKAR ex. Network Rail: £m    ","CG: Net Cash Requirement ex. UKAR: £m                                   ","Public corporations Net Borrowing (B.9g): £m CPNSA                      ","PSF3A: Total current expenditure (excluding debt interest payments)     ","CG: UKAR contribution to CG Net Cash Requirement: £m                    ","Public sector finances: Current Budget Deficit: £m CPNSA                ","PSF3A: Income tax and NICs                                              ","Central Government: Taxes on production and imports, receivable: VAT: £m CPNSA","CG uses: D.623: social assistance benefits in cash (to HH): CP NSA      ","Central Government: Consolidated Fund Cash receipts from IR: Income Tax: £m","Network Rail: Net Cash Requirement                                      ","CG: APF Cash transfer: CPNSA: £m                                        ","Public corporations Net Cash Requirement: £m: CPNSA                     ","CG: Miscellaneous current transfers, paid to other sectors: CP NSA      ","CGNCR: Central Government on-lending to Public corporations: £m: CPNSA  ","Local government Net Cash Requirement: £m: CPNSA                        ","PS Consolidated Gross Debt: Less lg/nfpcs cross holdings of debt        ","PS Consolidated Gross Debt: Less cg/nfpcs cross holdings of debt        ","PC: PC Gross Debt Held by All Other Sectors (including CG)              ","GG consolidated gross debt less LG/CG holdings                          ","Central Government: Current international cooperation, received (D74): CP NSA","Public sector finances: Net Investment: £m CPNSA                        ","Household Expenditure: Motor vehicle licences £m CURR NSA               ","Central Government: Taxes paid on income by Corporations: £m CPNSA      ","Public sector finances: Net Borrowing (B.9g): £m CPNSA                  ","PSex: Net Borrowing: £m CPNSA                                           ","Central Government: Current expenditure: Net Social Benefits payable: £m: CPNSA","Public sector finances: Central Government: Net Investment: £m: CPNSA   ","PSNB excluding financial interventions (as a % of GDP)                  ","Central Government: Taxes paid on income by Households: £m CPNSA        ","CG: cash receipts: net Self assessment- income tax                      ","CG: Current international co-operation, paid: D74: CP NSA               ","CG ESA 10: Capital grants from private sector D92&D99                   ","Central Government: Consolidated fund Cash receipts from Customs & Excise:VAT £m","CG ESA 10: capital grants to private sector: D92&D99                    ","ESA10: CG: Other capital transfers, received from general government    ","ESA:LA:LI:LEVEL:Long term - bonds                                       ","Central Government: Capital Gains and Legacy Tax: (£m)                  ","Bank of England contributions to PSND                                   ","Central Government: Gross Capital Formation: (£m)                       ","PS liquid assets: less lg deposits and other short term assets with psbgs","PS liquid assets: less cg deposits and other short term assets with psbgs","Gilts - Discount/premia - Cash                                          ","Central Government: Current grants to CG: (£m)                          ","Public sector finances: Net debt (as a percentage of GDP at market prices):CPNSA","PSNDX (millions)                                                        ","Public sector finances: Net Debt: £billion CPNSA                        ","Central Government: Cash Outlays: Net acquisition of company securities: £m","Public Sector Net Cash Requirement: £m: CPNSA                           ","Recurrent Taxes paid by Others: Motor Vehicles: Total NES 5212(OECD Tax Return)","Public sector finances: Central Government: Depreciation: £m: CPNSA     ","Central Government Net Borrowing (B.9g): £m CPNSA                       ","CG NSA for CGNCR to CGND reconciliation: Debt Cancellation              ","Central Government: Stamp duty (land&prop) plus tax on enveloped dwellings: (£m)","CG NSA for CGNCR to CGND reconciliation: Change in CG debt (ex NRAM, B&B and NR)","Bank Levy: Accrued Receipts                                             ","Central Government: Capital grants received from public corporations: £m","ESA:LA:LI:LEVEL:Short term - money market instruments (MMIs)            ","Local Government Net Borrowing (B.9g): £m CPNSA                         ","Public sector finances: Central Government: Saving, and capital taxes: £m: CPNSA","PS Consolidated Gross Debt Less cg/psbgs cross holdings of debt         ","PS Ex Consolidated Gross Debt                                           ","Central Government: Current expenditure: Interest payable: £m: CPNSA    ","#FA: CG: Liabs: Level: Tax instruments                                  ","PS liquid assets: nfpcs deposits and other short term assets            ","PS liquid assets: lg deposits and other short term assets               ","Central govt receipts: taxes on expenditure: tobacco                    ","PS liquid assets: cg deposits and other short term assets               ","PS Consolidated Gross Debt Less lg/psbgs cross holdings of debt         ","PSNI excluding financial interventions (as a % of GDP)                  ","PSNI as a % of GDP (rolling 4 quarter average)                          ","PS liquid assets: psbgs liquid assets                                   ","CG Cash receipts: HM Revenue and Customs                                ","Total PS liquid assets                                                  "
"2008 JUL","2625","-12947","27598","-12869","22","770202",,,"47","673922","657897","0","1655","512","55083","42984","45669","721","-1594","3421","30","87","42984","485163","109","24086","19093","49090","8753","6178","714","1877","956","568","286","24","10329","92920","454","1172","1444","4929","-1582","3680","86330","-559","-8310","39743","67028","40992","579956","54055","93966","594","1249","663085","681","-183","104558","3956","0","38.2","35","112","485","-69","6242","439","23","7971","-8771","261","-190","-12238","391","-1582",,"3805","341","26844","0","8539","-2448","-171","7889","-2","22","52895","7086","33","1159","15554","42772","0","-1501","0","8233","2041","0","0","0","43503","0","236","14967","65916","282","31632","9110","25172","6939","27380","1173","577.8","1301","1759","721","-13063","-12985","559","40617","0","8003","24590","7821","6773","16057","116","0","484","2246","45","294","388","-9329","13802","-51003","226","-2433","425","10143","5570","5523","13237","-2240",,"16701","6075","328","3","10524","580","19","1112","1","-2559","2249","-230","0","-45","226","43.8","577763","663.1","0","-13832","81","1159","5993","0","589","-11943","0","0","0","-1064","9392","-1271","678783","2886","453","4495","34257","724","32111","-230",,,"6327","49418","98461"
"2008 AUG","2927","10984","28381","11578","28","748943",,,"47","677653","661894","0","1817","418","40937","28790","46853","713","3020","3076","30","144","28790","489299","111","24058","18767","49929","8801","489","681","2089","921","567","417","24","10130","86832","618","1088","1492","-9981","-1909","8183","86786","41","-4433","44570","67330","45775","590430","34907","87223","903","1205","667140","616","110","79130","2253","0","39.0","35","114","485","-70","6260","-76","43","-7362","-5055","-464","103","10968","-837","-1909",,"8320","239","13529","0","9181","-2104","-609","7727","1002","0","38533","7086","537","1159","15554","42539","0","-20310","0","-7103","2030","0","0","0","44477","0","236","14224","66218","318","31890","7964","17999","6026","28187","1037","588.0","1303","1759","713","10868","11462","480","41300","0","-7330","20130","7336","6581","11058","116","0","-19","2246","57","73","362","-9467","13873","-51571","226","-2089","383","1126","-9419","-9466","13113","-1889",,"12403","1852","329","3","6165","497","19","1112","1","-2673","1988","-239","-18731","-134","226","44.2","588000","667.1","0","13988","73","1159","-8992","0","422","11427","0","6","0","-989","-5944","-20020","682421","3177","445","4525","34817","684","24025","-290",,,"6352","32038","91748"
"2008 SEP","2846","38701","28748","38903","15758","823590",,,"2730","713951","698181","0","1565","427","57934","29808","46721","993","1252","22759","29","-165","29808","496791","109","23871","27631","69480","8769","1873","737","2260","950","1257","315","10","10473","126637","720","20398","1463","-12325","2542","7263","88846","-214","16951","66164","67631","70021","628069","31437","85882","-573","4112","737476","969","613","83327","2934","0","41.6","34","111","483","-69","6150","518","-231","-7351","15869","-470","608","38882","-651","2542",,"7369","1561","14039","0","10911","-5374","-28","7981","-624","-21","40083","7087","140","1161","15554","60573","0","-21761","0","-5706","1999","0","0","0","44628","0","251","14686","66519","199","32249","7727","15997","6042","29985","1083","625.4","1301","1756","993","38584","38786","-434","42975","0","-7321","18898","7781","6145","10599","117","0","580","2246","62","-330","321","-9417","13859","-51861","226","-2674","405","3122","-9995","-12725","12990","-5840",,"10917","125","297","4","4546","19131","19","1112","4","-2787","2361","-537","-18541","-44","226","49.1","625418","737.5","-255","40134","77","1161","-11546","0","430","38191","0","15735","0","-779","-4545","-21197","718714","1653","469","4627","35095","757","22039","-564",,,"11896","27534","90509"
"2008 OCT","2654","7193","29582","7374","4105","2683081",,,"2943","764713","750507","0","1832","443","53020","36286","46604","918","36544","7968","25","57","36286","518321","124","24735","47428","54572","9088","9581","842","2059","975","686","607","249","10032","1944059","378","5742","1375","-2120","-2365","6045","93645","24","1904","51078","67794","51906","635088","44829","129625","902","828","1996905","771","33","683336","2545","0","42.2","94","101","415","-129","6333","-1340","-23","2218","2056","301","113","6206","-1409","-2365",,"5757","4467","20627","0","9018","-2886","-1240","7811","-3315","0","46313","7235","406","1172","16120","65375","0","-30009","0","1139","2053","0","0","0","44002","0","286","14503","66683","430","30912","7556","60687","5790","27822","1156","631.6","1298","1758","918","7077","7258","1358","40852","0","5131","18523","7294","6470","11067","116","0","-1565","2378","-225","707","336","-9522","13504","-53588","567","-2856","427","9915","2275","-668","13030","-2691",,"10712","68","80","4040","9702","4807","15","1111","5","-2840","2226","-6254","-14656","21","567","133.4","631589","1996.9","0","42750","82","1172","-1552","0","366","6288","0","50","0","-568","2311","-23021","769031","3150","1003","4977","33566","703","66477","-6988",,,"569644","41513","134602"
"2008 NOV","2756","12307","32063","12225","1086","2765814",,,"2943","772232","758045","0","1999","376","39905","26273","50039","810","30712","4915","25","195","26273","536709","127","24559","38677","54954","9112","499","1165","2137","916","868","-4","-66","10013","2018349","963","2544","1399","-15643","-2002","-5125","94378","24","4346","40794","67957","41731","646208","29540","126024","586","937","2075096","701","15","687824","2273","0","43.1","95","102","415","-129","8703","529","9","-13105","4589","721","95","13346","-1913","-2002",,"-5385","1084","10708","0","9293","-2935","-1426","7644","242","1","36026","7235","-58","1172","16120","62590","0","-29446","0","-12392","2140","0","0","0","47246","0","263","14611","66846","266","29780","7457","55627","5798","29160","954","643.2","1299","1747","810","12191","12109","-492","44321","0","-10192","17531","7441","6320","9314","116","0","505","2376","-24","663","362","-9088","13405","-53770","567","-2905","315","821","-13097","-16040","15161","-2657",,"9887","-125","560","1071","5398","1742","15","1111","3","-2894","2371","-6446","-17388","-400","567","139.1","643204","2075.1","0","44058","61","1172","-15049","0","256","10384","0","0","0","-594","-11220","-22260","776911","2925","1132","4789","32536","619","61425","-7186",,,"580845","26566","130813"
"2008 DEC","2509","46680","33784","47310","1176","2854728",,,"5408","786303","772242","0","1380","369","42023","28090","48883","825","6023","8660","25","157","28090","547093","129","25347","31478","57543","9312","2210","621","1551","961","1439","226","2344","10881","2092387","775","5722","1597","-17420","1708","5890","94845","17273","5504","52162","68120","76912","694153","30349","92150","759","4781","2156832","718","785","694948","2444","0","46.5","94","101","415","-129","6541","289","17330","-12040","5395","1534","862","49004","-1676","1708",,"5587","464","13795","0","10598","-6082","1375","8261","-1087","2","38475","7235","322","1173","16123","72249","0","-28880","0","-9209","2062","0","0","0","46511","0","243","13385","67010","226","28664","7623","21101","6092","29897","910","691.9","1299","1758","825","46563","47193","-796","43440","0","-9130","19560","6634","6831","10323","117","0","597","1995","308","1856","341","-9309","13886","-54059","568","-3584","298","2496","-12714","-18122","13543","-6311",,"11299","189","559","1160","4437","1939","16","1110","3","-2948","2938","-6637","-20121","-306","568","145.1","691883","2156.8","19969","55027","58","1173","-15520","0","355","46018","0","0","0","-1900","-8036","-21497","791221","3071","1230","4240","31173","710","27193","-7383",,,"625316","27187","96390"
"2009 JAN","2484","-2801","31487","-2540","13","2862973",,,"5118","1035164","1021426","0","2269","363","57524","43571","48857","478","-29840","4692","38","59","43571","752688","124","25994","58776","57181","9890","7296","482","3663","949","6","332","-388","10546","2066420","1075","2745","1921","1719","-1329","288","97647","8924","-8195","50159","67612","51347","909110","53695","126054","140","1188","2236161","294","1258","641573","5216","200239","60.2","95","103","599","-129","6970","-679","8921","3250","-10780","2084","1386","-1697","-650","-1329",,"1371","-236","27770","177736","9428","-5157","1627","8103","0","0","56237","7615","-1552","1201","16785","40161","0","-31765","0","10002","1978","47067","720","81","45034","639","272","12660","66782","240","20889","9050","44022","8085","30611","967","921.0","1367","1758","478","-2348","-2087","756","44963","-564","4216","28329","8082","6862","20625","116","0","-668","1894","11","532","381","-8782","10254","-53874","834","-5190","332","8022","7688","2570","14065","-6320",,"20294","8235","795","20","8233","1911","15","1082","1558","-3001","1947","-6630","-20465","252","834","146.1","921002","2236.2","0","-16686","64","1201","3682","0","497","-339","0","-17","0","-1963","11203","-24288","1037017","3466","1184","4722","23373","824","62923","-7477",,,"616246","48185","130776"
"2009 FEB","1861","6091","31449","5778","13","2858808",,,"1503","1046564","1031983","0","2132","372","48439","34249","47028","560","-12812","6199","38","11","34249","771810","132","26946","54928","57316","10055","1469","566","2065","1044","956","-251","43","10705","2040589","2754","3468","2086","-8515","-1394","4385","97720","-9","-5126","40590","68101","41356","916911","34875","129653","83","766","2230926","382","507","642588","-1343","199983","60.4","95","104","599","-129","6306","813","22","-3754","-5539","2215","635","8490","-845","-1394",,"5472","-73","18880","177736","10143","-6025","-478","8240","150","11","42933","7615","306","1201","16785","36882","0","-34579","0","-1445","2084","45848","666","75","43177","591","258","12445","66554","194","19636","8592","50007","5200","31196","1031","928.8","1368","1758","560","6481","6168","-287","44200","-501","-2788","26121","7563","6971","15835","116","0","457","1948","-356","2521","298","-8347","9867","-53520","834","-6058","401","1360","-7204","-8707","12573","-5246",,"17281","4937","-263","20","6587","2002","15","1055","877","-3055","2731","-6623","-20807","-101","834","145.2","928772","2230.9","0","-6385","77","1201","-6691","0","384","5920","0","-17","0","-1824","-244","-27102","1048382","3508","826","4663","21497","588","65659","-7477",,,"607166","35836","134316"
"2009 MAR","2072","26055","31527","26945","67","2806708",,,"1506","823314","809649","0","1201","414","48115","33422","50848","1045","-13574","10480","38","224","33422","580145","120","22792","43748","64936","9944","1174","743","500","1024","3051","-40","459","12078","2015532","1158","4388","1976","-20035","3611","4074","97231","-9","2521","49160","67353","56477","723617","30033","99697","-831","7317","2132221","875","276","673963","620","199667","49.0","95","99","600","171","6948","397","-10","-8119","1320","2676","405","27102","-385","3611",,"5282","926","16294","177736","12124","-8147","904","9173","-158","-9","39579","7615","-212","1200","16783","64612","0","-37393","0","-9659","1884","0","737","83","48038","654","268","12866","66326","269","21781","8288","39075","5242","35878","1185","724.4","1362","1543","1045","26444","27334","-415","50388","-501","-7153","25603","8095","7406","11998","117","0","335","1941","-62","2464","412","-8826","13669","-53688","833","-8178","503","948","-18849","-20355","13309","-7861",,"14769","725","766","22","4283","3604","14","1027","41","-524","6092","-6616","-21151","-226","833","144.1","724401","2132.2","0","12541","96","1200","-17520","0","469","27546","0","34","0","-2515","-8459","-29915","828569","2683","1121","3947","23853","682","44317","-7478",,,"598086","28538","103644"
"2009 APR","2249","11734","31343","11151","7","2780152",,,"1882","825863","813390","0","1790","375","43384","30758","52530","1064","-13002","2822","26","-4","30758","598222","129","22505","48380","55352","9130","5207","833","2401","993","331","497","230","9834","1989173","1158","1418","1613","-8925","-2431","3467","97067","374","-3552","51207","66953","51805","724013","40183","101850","627","317","2117885","883","1908","666962","2951","46185","49.3","181","103","503","431","6575","-420","763","-5577","-2504","-2729","1893","8433","723","-2316",,"3566","-252","15471","36930","13278","-1454","-4858","7582","1859","32","40713","7354","-475","1180","16051","46120","0","-40181","0","-10333","2235","0","110","12","49866","98","227","14226","65926","231","22518","8842","40640","5100","33205","1061","729.8","1309","1812","1064","11622","11039","1713","47043","0","-4065","18168","6354","6652","15683","112","0","-528","2410","-108","-3204","404","-8729","13622","-54480","441","-1084","459","4885","-5149","-7031","13838","-1635",,"10586","253","246","18","7064","857","6","1027","4","4695","1404","-6609","-21496","-661","441","143.1","729755","2117.9","281","-4569","88","1180","-11968","-6288","253","2839","0","-17","0","3043","-9153","-32727","831160","2823","1096","4250","24767","1427","45740","-7454",,,"588967","36349","106100"
"2009 MAY","2623","20434","31864","20368","8","2773333",,,"1672","847945","836614","0","1826","367","35570","23546","50105","776","-12720","5082","25","57","23546","607834","125","23467","52689","55187","8333","744","657","1966","1001","2256","-830","-15","9800","1963080","695","3571","1298","-17928","197","1360","96449","93","-882","47777","66552","50672","741617","30350","106328","-1673","2895","2119408","352","49","661809","3643","72831","50.7","281","104","503","193","6857","135","290","-14890","-110","-1877","34","18819","477","426",,"1467","-645","9879","59855","11553","-1822","2385","7546","-1036","-12","33177","7354","-198","1180","15569","55109","0","-42995","0","-15723","2112","0","222","25","47720","197","227","12706","65525","262","22960","7507","43596","5285","30834","961","750.8","1309","1812","776","20322","20256","935","44936","0","-13378","16536","6275","7105","9907","112","0","267","2510","132","-2075","431","-8776","13648","-55221","441","-1662","367","889","-15040","-16712","14102","-3894",,"8990","18","445","19","4881","1330","6","1027","3","7884","1511","-6602","-21838","-395","441","143.1","750771","2119.4","0","6099","70","1180","-19617","0","312","18650","0","-17","0","1689","-14543","-35541","853248","2784","1066","4033","25583","205","48881","-7454",,,"579888","26355","110361"
"2009 JUN","2625","22521","30574","22485","59","2757938",,,"1635","865141","853737","0","1509","388","38418","26401","49621","819","-13083","8340","26","48","26401","631367","122","23770","53725","57961","9245","1222","742","1804","1055","452","167","4168","10160","1937057","1341","5008","1197","-19800","3135","-2978","95981","-2208","5035","46074","66152","49094","768297","26684","96844","-255","5322","2125686","657","-6","642906","3032","99094","52.4","373","103","502","-477","6606","-86","-2051","-15505","6467","570","-18","22492","1014","2791",,"-2866","-463","11915","85916","10526","-2664","3265","7862","1005","-24","36393","7354","-86","1182","16584","47844","0","-45809","0","-12444","2195","0","321","36","47655","285","233","13468","65125","230","22910","6378","35564","5171","31239","1018","776.5","1311","1813","819","22410","22374","1258","45376","0","-13990","18446","6450","7236","10129","111","0","-36","2505","50","484","423","-8833","9959","-54748","442","-2544","397","1331","-16534","-18169","14137","-7099",,"10584","255","223","20","4157","388","5","1027","4","10654","3332","-6595","-22182","-492","442","143.4","776468","2125.7","-2302","9409","76","1182","-19543","0","333","26306","0","34","0","-257","-11262","-38354","866690","2279","1050","4032","25535","574","40735","-7455",,,"570807","22995","100876"
"2009 JUL","2485","2189","30401","2406","9","2780674",,,"1663","891677","879886","0","1764","396","48654","36968","48910","547","2482","4271","38","30","36968","659891","113","24240","56344","53181","9618","8515","762","2324","1046","1191","1","8","9755","1935773","472","2608","1345","-5884","-1042","-981","95552","15","-61","45372","66412","46312","771069","44235","120608","-382","940","2134950","401","-269","658254","4284","125096","52.5","472","103","539","183","6761","-238","146","-2814","-398","630","-272","2981","-347","-599",,"-1475","-594","21590","106670","9128","-2765","-1666","7541","1472","0","46394","7520","-57","1197","16990","42873","0","-48436","0","-1462","2146","0","433","48","46659","385","245","14311","65385","264","22383","8590","59318","6021","29662","1067","781.0","1338","1812","547","2077","2294","-167","44600","0","-1181","22753","7026","7617","16964","112","0","36","2363","274","573","410","-8863","10113","-54621","339","-2735","426","6378","-3916","-5579","14938","-3065",,"15212","5455","509","19","6968","1409","7","1027","3","12530","1663","-6694","-21921","746","339","143.4","780995","2135.0","0","5463","82","1197","-4527","0","402","1298","0","-17","0","-1357","-265","-40855","893337","2059","986","4264","24868","771","65339","-7581",,,"561997","39550","124872"
"2009 AUG","2701","11179","37914","11628","9","2779609",,,"1663","894603","883111","0","1880","378","38846","27069","47911","467","2493","4146","37","44","27069","666848","115","24465","55193","52057","9243","1069","736","1852","983","575","-116","20","9648","1934337","1060","1608","1516","-14554","-276","-3770","95178","15","1878","41625","66671","42451","773895","31384","120708","-1169","826","2143221","307","121","649824","2665","137482","52.5","521","104","539","0","6780","-72","57","-10641","1561","-66","118","11490","-7534","224",,"-4353","-461","12113","118289","9899","-3242","1046","7425","-42","3","36299","7520","572","1197","16444","40457","0","-51050","0","-10271","2247","0","491","55","45373","436","242","13951","65644","212","22149","7573","52371","5573","30180","1005","784.7","1338","1812","467","11067","11516","150","44181","0","-9008","18790","6761","7249","11538","112","0","-195","2319","-123","506","381","-8739","10077","-55179","339","-3212","385","748","-12220","-13883","14001","-2940",,"11365","1832","258","19","5356","1013","7","1027","3","13436","2538","-6793","-21661","40","339","143.3","784666","2143.2","0","13983","74","1197","-13211","0","400","2931","0","-17","0","-1343","-9074","-43356","896322","1192","970","4384","24850","726","57944","-7694",,,"553186","28412","125092"
"2009 SEP","2911","23214","39558","23194","61","2799890",,,"1660","918814","907480","0","1734","416","39228","27056","49120","765","2376","5517","38","560","27056","692759","121","24714","52126","54637","9530","1382","739","2516","1011","1331","267","59","9828","1932979","824","1912","1564","-15806","4817","-2608","94822","15","4887","46161","66931","51972","793347","28869","125467","-1225","5811","2167532","649","694","645789","2772","153770","53.6","580","103","537","-1485","6642","101","184","-11587","4423","-538","690","21272","-1440","3874",,"-3305","-504","11547","136351","10962","-3819","518","7569","62","-2","36726","7520","55","1195","16681","42096","0","-53664","0","-11148","2269","0","553","60","46679","493","274","14338","65904","225","22398","7411","55069","5531","31380","1171","804.3","1336","1811","765","23103","23083","-180","45582","0","-9956","17778","6871","6778","9916","111","0","26","2352","-75","-483","384","-8612","9989","-55597","338","-3790","481","1338","-13746","-15406","14202","-4261",,"10209","112","362","21","4523","522","6","1027","2","13431","3605","-6892","-21400","-621","338","144.3","804302","2167.5","0","23648","93","1195","-15409","0","476","19870","0","34","0","-397","-9953","-45857","920575","1097","963","4237","25309","843","60600","-7807",,,"544377","25448","129704"
"2009 OCT","2767","5250","38763","5453","-38","2814935",,,"1591","937831","925921","0","2006","390","45164","32968","50188","836","2190","4150","41","82","32968","718220","129","24070","51953","54338","9068","7201","890","2493","1004","695","298","186","9692","1931414","-194","2197","1454","-10350","-3082","1638","94662","9","-2468","44340","66995","44643","799952","39505","137879","904","303","2180264","606","-21","649708","2326","174810","53.8","637","104","553","363","6834","255","291","-7065","-2541","1269","258","7340","991","-2454",,"1620","-248","17356","153246","10037","-3101","309","7601","231","10","42764","7304","90","1214","16132","36062","0","-56265","0","-6200","2198","0","619","69","47750","550","273","14584","65968","292","21798","7637","69995","4556","29887","1028","812.6","1359","1812","836","5138","5341","-453","44262","0","-5448","17570","7191","7054","10249","112","0","368","2592","113","1359","370","-8539","10124","-55085","192","-3127","365","7387","-8575","-10166","14375","-2974",,"9969","-23","959","-29","8012","1316","8","1027","2","15037","1953","-6990","-21138","-1332","192","144.4","812631","2180.3","0","9530","70","1214","-9174","0","413","5979","0","-17","0","-1176","-4986","-48357","939786","3488","954","4313","24565","714","74551","-7908",,,"535644","36573","142192"
