"Title","LA other short-term assets                                              ","Central government Net Cash Requirement (Own Account): £m: CPNSA        ","Official reserves outstanding : total #m                                ","Central government Net Cash Requirement: £m: CPNSA                      ","Central Government: Capital transfers to CG: (£m)                       ","Public sector consolidated total debt: Nominal values                   ","PSNB as a % of GDP (rolling 4 quarter average)                          ","PS current budget as a % of GDP (rolling 4 quarter average)             ","PC MFI Net borrowing                                                    ","General government consolidated gross debt - nominal values             ","CG gross debt: Total                                                    ","CG: Impact of APF transfers on CGNB: £m                                 ","Central Government: Pension contributions: (£m)                         ","Central Government: Other (residual), Other taxes: (£m)                 ","Central Government: Total revenue: (£m)                                 ","Central Government: Total taxes: (£m)                                   ","Central Government: Total current expenditure: (£m)                     ","Central Government: Other interest and dividends: (£m)                  ","PC MFI Net Cash requirement                                             ","Central Government: Total capital expenditure: (£m)                     ","Central Government: Other (residual), Other receipts: (£m)              ","Inland Revenue : petroleum revenue tax receipts £ million               ","Central Government: Taxes reveivable: (£m)                              ","Market holdings of gilts: Total                                         ","Central Government: Other taxes on income and wealth: (£m)              ","Network Rail Bonds element of CG Gross Debt: (£m)                       ","Market holdings of sterling Treasury bills                              ","Central Government: Total expenditure: (£m)                             ","Central Government: Purchase of goods and services: (£m)                ","Central Government: Consolidated Fund Cash receipts from IR: Corporation Tax: £m","Central Government: Taxes on alcohol: (£m)                              ","Central Government: Public service pension payments: (£m)               ","Central Government: Other taxes on production: (£m)                     ","Central Government: Capital grants to local government: (£m)            ","Central Government: Other income tax: (£m)                              ","Central Government: Capital grants to public corporations: (£m)         ","Central Government: PAYE Income Tax: (£m)                               ","Financial PCs Gross debt                                                ","CG D.76u VAT and GNI based EU own resource                              ","Central Government: Capital transfer from CG: (£m)                      ","CG: Market output and output for own final use: £m: NSA                 ","General Government Net Borrowing (B.9g): £m CPNSA                       ","CG Gilts adjustments (ESA10)                                            ","CG Other miscellaneous transactions (ESA10)                             ","NS outstanding: contribution to PSNCR financing #m                      ","CG Net acquisition of company securities (ESA10)                        ","CG Accounts receivable/payable (F7)                                     ","Central Government: Cash Outlays: Net departmental outlays: £m          ","LG Gross Debt (Unconsolidated) Total: Maastricht News Release Table 2   ","Central Government: Cash Outlays: Total: £m                             ","General Government Net Debt: (£m)                                       ","Central Government: Cash Receipts: Total: £m                            ","General Government liquid assets: (£m)                                  ","Accrued interest on index-linked gilts (gross) net of redemptions (Same as NMQZ)","Central Government: Cash Outlays: Interest payments: £m                 ","Public sector net debt £ million                                        ","Central Government: Cash Receipts: Interest and dividends: £m           ","CG Net lending to private sector and abroad (ESA10)                     ","Public sector liquid assets                                             ","Central Government: Cash Receipts: Other: £m                            ","BEAPFF - Loan liability (£m)                                            ","PSND (excluding NR) as a % of GDP                                       ","PSEX Series                                                             ","CG: Rent, received: D45: CP NSA                                         ","CG: COFOG :D3 Subsidies, Total paid CP NSA                              ","PSEX Series                                                             ","ESA95: CG uses: D621: Social security benefits in cash: CP NSA          ","Public corporations contribution to PSNCR: £m: CPNSA                    ","PSex: Net Aquisition of Company Securities: £m CPNSA                    ","PSex: Surplus on Current Budget: £m CPNSA                               ","PSex: Accounts Receivable / Payable: £m CPNSA                           ","Local government contribution to PSNCR: £m: CPNSA                       ","PSex: Net Lending to Private Sector and RoW: £m CPNSA                   ","PSex: Net Cash Requirement: £m CPNSA                                    ","REC3 Official Reserves                                                  ","PSex: Adjustments for Interest on Gilts: £m CPNSA                       ","PSCB as a % of GDP (rolling 4 quarter average)                          ","PSex: Other Financial Transactions: £m CPNSA                            ","REC3 National Savings                                                   ","Central Government: Taxes on income receivable: £m CPNSA                ","APF gilt holdings at nominal value                                      ","CG:uses:current transfers within General Government:D73:Total CP NSA    ","PSex: Net investment: £m CPNSA                                          ","REC3 Other                                                              ","Central Government: Compulsory social contributions receivable: £m: CPNSA","REC3 Debt Management Account                                            ","REC3 Foreign Currency                                                   ","Central Government: Total Current Receipts receivable: £m: CPNSA        ","CG: Total compensation of employees, paid (D1)                          ","CGNCR: Central Government on-lending to Local government: £m: CPNSA     ","Gross Operating Surplus: General Government: Central: CP NSA            ","Central Government: Final consumption expenditure: P3 Total: CP NSA     ","CG debt: Other sterling debt & Foreign Currency (PSND)                  ","CG Deposits and other short term assets: Other liquid assets (PSND): (£m)","New PS Ex: PSex/PSBGs cross holdings of debt: (£m)                      ","Central Government: Capital transfers to Asset Purchase Facility (APF): (£m)","Public sector finances: Central Government: Surplus on Current Budget: £m: CPNSA","Hydrocarbon oils (accrued)                                              ","NRAM and B&B element of CG Gross Debt                                   ","BEAPFF - Interest receivable (£m)                                       ","BEAPFF - Interest payable (£m)                                          ","Central Government: Current expenditure: Total payable: £m: CPNSA       ","BEAPFF - Net interest received (£m)                                     ","Television Licence Tax (excl licence fees paid by DWP for over-75s 2000/01)","Central Government: Taxes on production and imports, receivable: £m CPNSA","Local Government:LI:LEVEL:Loans: (Equals NJJA) CP NSA                   ","HMRC cash receipts: Stamp Duties: shares (UK Total)                     ","LA debt: level: bank and building society deposits                      ","CG: social security contributions - cash receipts                       ","CG liquid assets: level: Other central government liquid assets (PSND)  ","CG liquid assets: level: bank and building society deposits (PSND)      ","Central Government: Current expenditure: Other payable: £m: CPNSA       ","Central Government: Taxes (not on production or income) receivable: £m: CPNSA","PSND (excluding NR)                                                     ","Central Government: Other income receivable: £m: CPNSA                  ","CG: NNDR accrued receipts (dist to LAs - CG contribution)               ","Central Government: Interest and dividends receivable: £m: CPNSA        ","CG: Net Cash Requirement (Own Account) ex. UKAR ex. Network Rail: £m    ","CG: Net Cash Requirement ex. UKAR: £m                                   ","Public corporations Net Borrowing (B.9g): £m CPNSA                      ","PSF3A: Total current expenditure (excluding debt interest payments)     ","CG: UKAR contribution to CG Net Cash Requirement: £m                    ","Public sector finances: Current Budget Deficit: £m CPNSA                ","PSF3A: Income tax and NICs                                              ","Central Government: Taxes on production and imports, receivable: VAT: £m CPNSA","CG uses: D.623: social assistance benefits in cash (to HH): CP NSA      ","Central Government: Consolidated Fund Cash receipts from IR: Income Tax: £m","Network Rail: Net Cash Requirement                                      ","CG: APF Cash transfer: CPNSA: £m                                        ","Public corporations Net Cash Requirement: £m: CPNSA                     ","CG: Miscellaneous current transfers, paid to other sectors: CP NSA      ","CGNCR: Central Government on-lending to Public corporations: £m: CPNSA  ","Local government Net Cash Requirement: £m: CPNSA                        ","PS Consolidated Gross Debt: Less lg/nfpcs cross holdings of debt        ","PS Consolidated Gross Debt: Less cg/nfpcs cross holdings of debt        ","PC: PC Gross Debt Held by All Other Sectors (including CG)              ","GG consolidated gross debt less LG/CG holdings                          ","Central Government: Current international cooperation, received (D74): CP NSA","Public sector finances: Net Investment: £m CPNSA                        ","Household Expenditure: Motor vehicle licences £m CURR NSA               ","Central Government: Taxes paid on income by Corporations: £m CPNSA      ","Public sector finances: Net Borrowing (B.9g): £m CPNSA                  ","PSex: Net Borrowing: £m CPNSA                                           ","Central Government: Current expenditure: Net Social Benefits payable: £m: CPNSA","Public sector finances: Central Government: Net Investment: £m: CPNSA   ","PSNB excluding financial interventions (as a % of GDP)                  ","Central Government: Taxes paid on income by Households: £m CPNSA        ","CG: cash receipts: net Self assessment- income tax                      ","CG: Current international co-operation, paid: D74: CP NSA               ","CG ESA 10: Capital grants from private sector D92&D99                   ","Central Government: Consolidated fund Cash receipts from Customs & Excise:VAT £m","CG ESA 10: capital grants to private sector: D92&D99                    ","ESA10: CG: Other capital transfers, received from general government    ","ESA:LA:LI:LEVEL:Long term - bonds                                       ","Central Government: Capital Gains and Legacy Tax: (£m)                  ","Bank of England contributions to PSND                                   ","Central Government: Gross Capital Formation: (£m)                       ","PS liquid assets: less lg deposits and other short term assets with psbgs","PS liquid assets: less cg deposits and other short term assets with psbgs","Gilts - Discount/premia - Cash                                          ","Central Government: Current grants to CG: (£m)                          ","Public sector finances: Net debt (as a percentage of GDP at market prices):CPNSA","PSNDX (millions)                                                        ","Public sector finances: Net Debt: £billion CPNSA                        ","Central Government: Cash Outlays: Net acquisition of company securities: £m","Public Sector Net Cash Requirement: £m: CPNSA                           ","Recurrent Taxes paid by Others: Motor Vehicles: Total NES 5212(OECD Tax Return)","Public sector finances: Central Government: Depreciation: £m: CPNSA     ","Central Government Net Borrowing (B.9g): £m CPNSA                       ","CG NSA for CGNCR to CGND reconciliation: Debt Cancellation              ","Central Government: Stamp duty (land&prop) plus tax on enveloped dwellings: (£m)","CG NSA for CGNCR to CGND reconciliation: Change in CG debt (ex NRAM, B&B and NR)","Bank Levy: Accrued Receipts                                             ","Central Government: Capital grants received from public corporations: £m","ESA:LA:LI:LEVEL:Short term - money market instruments (MMIs)            ","Local Government Net Borrowing (B.9g): £m CPNSA                         ","Public sector finances: Central Government: Saving, and capital taxes: £m: CPNSA","PS Consolidated Gross Debt Less cg/psbgs cross holdings of debt         ","PS Ex Consolidated Gross Debt                                           ","Central Government: Current expenditure: Interest payable: £m: CPNSA    ","#FA: CG: Liabs: Level: Tax instruments                                  ","PS liquid assets: nfpcs deposits and other short term assets            ","PS liquid assets: lg deposits and other short term assets               ","Central govt receipts: taxes on expenditure: tobacco                    ","PS liquid assets: cg deposits and other short term assets               ","PS Consolidated Gross Debt Less lg/psbgs cross holdings of debt         ","PSNI excluding financial interventions (as a % of GDP)                  ","PSNI as a % of GDP (rolling 4 quarter average)                          ","PS liquid assets: psbgs liquid assets                                   ","CG Cash receipts: HM Revenue and Customs                                ","Total PS liquid assets                                                  "
"1973 Q3",,"653",,"666",,,"","","0",,,,,,,,,,"0",,,,,,,,,,,"295",,,,,,,,,"-70",,"173","-301","-11","-59","7549","23","846",,,,,,,,,,,"88",,,,,,"6","308",,"945","557","33","365",,"387","218","0",,"-11","",,,"2220",,"986","-1041",,"996",,,"6155",,"165","221","2031",,,,,"693","409",,,,"5241",,,"1975","16523",,,,"0",,"3535","170",,"171",,"518",,,"-375",,,"365",,"872","393","2498",,,"405","121","-152","552",,,,,"0","-1041",,,"-676","-676","1289","-459","",,,"40","0","47","193","0",,"0",,,,,,,,,,,"1610","57","221","234",,,,,,,"-535","914",,,"536","46",,,"261",,,"","",,,
"1973 Q4",,"262",,"878",,,"","","0",,,,,,,,,,"0",,,,,,,,,,,"379",,,,,,,,,"-86",,"172","-1259","-13","-14","7566","3","167",,,,,,,,,,,"-561",,,,,,"9","408",,"1125","231","16","253",,"320","-441","0",,"-13","",,,"2315",,"1002","-977",,"1046",,,"6218",,"406","229","2090",,,,,"317","408",,,,"5672",,,"1954","17020",,,,"0",,"3760","161",,"181",,"447",,,"535",,,"253",,"741","469","1611",,,"441","127","210","726",,,,,"-1","-977",,,"-724","-724","1548","-997","",,,"89","0","810","167","0",,"0",,,,,,,,,,,"1429","55","229","-680",,,,,,,"-579","546",,,"493","161",,,"287",,,"","",,,
"1974 Q1",,"-1033",,"-615",,,"4.3","-1.1","0",,,,,,,,,,"0",,,,,,,,,,,"1334",,,,,,,,,"-76",,"200","-421","-15","-187","7693","4","-383",,,,,,,,,,,"67",,,,,,"11","641",,"1109","123","26","569",,"432","176","0",,"-15","-1.1",,,"3702",,"1161","-1357",,"1116",,,"7614",,"305","247","2261",,,,,"1092","359",,,,"6275",,,"1669","17393",,,,"0",,"4300","188",,"188",,"629",,,"-367",,,"569",,"638","438","3625",,,"236","133","113","737",,,,,"0","-1357",,,"-788","-788","1504","-573","4.3",,,"52","0","686","204","0",,"0",,,,,,,,,,,"-60","66","247","519",,,,,,,"-940","1339",,,"599","24",,,"284",,,"5.4","5.4",,,
"1974 Q2",,"855",,"1087",,,"","","0",,,,,,,,,,"0",,,,,,,,,,,"315",,,,,,,,,"-82",,"199","-339","-16","346","7796","16","274",,,,,,,,,,,"158",,,,,,"7","524",,"1134","151","32","304",,"750","284","0",,"-16","",,,"2685",,"1132","-935",,"1125",,,"6630",,"162","255","2315",,,,,"334","388",,,,"6041",,,"1891","18591",,,,"0",,"4212","177",,"199",,"445",,,"-292",,,"304",,"736","451","3238",,,"221","139","70","912",,,,,"0","-935",,,"-631","-631","1531","-411","",,,"28","0","511","192","0",,"0",,,,,,,,,,,"1988","61","255","-77",,,,,,,"-262","589",,,"454","19",,,"325",,,"","",,,
"1974 Q3",,"218",,"832",,,"","","0",,,,,,,,,,"0",,,,,,,,,,,"609",,,,,,,,,"-81",,"200","-748","-16","-392","7915","26","235",,,,,,,,,,,"362",,,,,,"7","754",,"1297","293","38","2",,"473","521","0",,"-16","",,,"3359",,"1189","-1347",,"1313",,,"7778",,"349","273","2669",,,,,"474","402",,,,"7031",,,"2005","19323",,,,"0",,"4843","162",,"214",,"604",,,"-597",,,"2",,"771","505","3766",,,"558","140","265","822",,,,,"0","-1347",,,"-1345","-1345","1700","-477","",,,"10","0","676","210","0",,"0",,,,,,,,,,,"1598","59","273","-3",,,,,,,"-745","747",,,"650","15",,,"333",,,"","",,,
"1974 Q4",,"1633",,"2290",,,"","","0",,,,,,,,,,"0",,,,,,,,,,,"471",,,,,,,,,"-90",,"203","-1126","-15","241","7554","16","1107",,,,,,,,,,,"23",,,,,,"8","761",,"1469","232","28","-156",,"399","248","0",,"-15","",,,"3483",,"1242","-1390",,"1446",,,"8179",,"460","292","2904",,,,,"263","407",,,,"7624",,,"2168","20007",,,,"0",,"5249","145",,"216",,"576",,,"-420",,,"-156",,"792","572","2497",,,"429","147","197","859",,,,,"0","-1390",,,"-1546","-1546","1983","-524","",,,"123","0","636","174","0",,"0",,,,,,,,,,,"2921","57","292","-261",,,,,,,"-865","555",,,"554","36",,,"341",,,"","",,,
"1975 Q1","0","-67","2962","885",,"55980","6.0","0.1","0","53670","41319",,,,,,,,"0",,,,,"23968",,,,,,"926",,,,,,,,,"-29",,"231","-1158","-13","-71","8191","200","-433",,"23133",,"50196",,"3474",,,"52098",,"-92","3882",,,"55.8",,"14","828",,"1349","13","206","-289",,"582","139","0",,"-13","0.1",,,"4759",,"2074","-1781",,"1526",,,"9395",,"164","316","3063",,,,,"359","353",,,,"8720",,,"1917","20434",,"181",,"0","331","6320","150","52.1","238",,"651",,,"-912",,,"-289",,"768","570","4841",,,"801","185","788","746","-1638","-14880","18828","-10782","0","-1781",,,"-2070","-2070","1803","-701","6.0",,,"82","0","993","289","0",,"0",,,,,,,"55.8","52098","52.1",,"1480","62","316","-342",,,,,,,"-816","675",,"55980","714","22","408","181","340","331",,"5.8","5.8",,,"3882"
"1975 Q2","","1497","2837","2401",,"","","","0","","",,,,,,,,"0",,,,,"",,,,,,"337",,,,,,,,,"-41",,"231","-1084","-13","271","8326","30","489",,"",,"",,"",,,"",,"-42","",,,"",,"8","703",,"1633","49","36","-364",,"434","123","0",,"-13","",,,"3613",,"1738","-1294",,"1702",,,"8737",,"419","327","3315",,,,,"-324","392",,,,"8734",,,"2257","21766",,"",,"","","6096","189","","242",,"582",,,"-574",,,"-364",,"872","661","4031",,,"534","193","485","853","","","","","0","-1294",,,"-1658","-1658","2181","-438","",,,"59","0","737","167","0",,"0",,,,,,,"","","",,"2884","82","327","-762",,,,,,,"-322","3",,"","586","18","","","381","",,"","",,,""
"1975 Q3","","1491","2867","2213",,"","","","0","","",,,,,,,,"0",,,,,"",,,,,,"305",,,,,,,,,"-53",,"232","-854","-17","-24","8474","93","876",,"",,"",,"",,,"",,"98","",,,"",,"8","707",,"1707","100","104","-331",,"351","258","0",,"-17","",,,"4401",,"2101","-1543",,"1789",,,"10036",,"263","347","3474",,,,,"139","388",,,,"9550",,,"2484","22380",,"",,"","","6597","185","","258",,"750",,,"-1020",,,"-331",,"994","645","4057",,,"559","173","459","614","","","","","0","-1543",,,"-1874","-1874","2273","-604","",,,"51","0","836","242","0",,"0",,,,,,,"","","",,"2664","80","347","-465",,,,,,,"-389","486",,"","824","18","","","422","",,"","",,,""
"1975 Q4","","2038","2683","2661",,"","","","0","","",,,,,,,,"0",,,,,"",,,,,,"450",,,,,,,,,"-66",,"236","-1447","-26","237","7978","257","1131",,"",,"",,"",,,"",,"-134","",,,"",,"11","754",,"1840","250","265","135",,"228","-5","0",,"-26","",,,"4492",,"1763","-1744",,"1831",,,"10298",,"343","371","3672",,,,,"292","388",,,,"9635",,,"2696","23028",,"",,"","","6589","191","","274",,"616",,,"-162",,,"135",,"1050","695","3559",,,"530","182","280","571","","","","","1","-1744",,,"-1609","-1609","2482","-865","",,,"133","0","891","262","0",,"0",,,,,,,"","","",,"3139","80","371","-573",,,,,,,"-874","663",,"","716","16","","","441","",,"","",,,""
"1976 Q1","0","604","3082","1478",,"69107","6.7","0.8","0","65638","51427",,,,,,,,"0",,,,,"29380",,,,,,"1351",,,,,,,,,"-17",,"293","-1705","-36","-108","9035","18","-554",,"25572",,"61867",,"3771",,,"64739",,"46","4368",,,"56.5",,"17","680",,"1937","-74","114","-336",,"190","130","0",,"-36","0.8",,,"5253",,"2705","-2174",,"1851",,,"11125",,"153","399","3905",,,,,"-413","375",,,,"11139",,,"2384","23190",,"254",,"0","435","7712","217","64.7","296",,"910",,,"-805",,,"-336",,"968","783","5348",,,"647","205","721","343","-1600","-16873","21942","-11361","1","-2174",,,"-2510","-2510","2566","-825","6.7",,,"113","0","1093","287","0",,"0",,,,,,,"56.5","64739","64.7",,"1594","87","399","-1238",,,,,,,"-467","-14",,"69107","983","17","597","254","439","435",,"5.9","5.9",,,"4368"
"1976 Q2","","1708","2976","2171",,"","","","0","","",,,,,,,,"0",,,,,"",,,,,,"419",,,,,,,,,"-38",,"295","-1360","-47","38","9236","13","586",,"",,"",,"",,,"",,"90","",,,"",,"12","795",,"1980","280","44","-414",,"153","152","0",,"-47","",,,"4477",,"2200","-1512",,"2136",,,"10636",,"304","404","3963",,,,,"-419","514",,,,"10651",,,"2625","23775",,"",,"","","7374","223","","303",,"685",,,"-566",,,"-414",,"980","781","4411",,,"439","205","159","457","","","","","0","-1512",,,"-1926","-1926","2667","-609","",,,"82","0","868","259","0",,"0",,,,,,,"","","",,"2604","88","404","-1028",,,,,,,"-332","-15",,"","777","51","","","433","",,"","",,,""
"1976 Q3","","1092","3092","1828",,"","","","0","","",,,,,,,,"0",,,,,"",,,,,,"402",,,,,,,,,"-48",,"295","-1627","-55","150","9414","25","27",,"",,"",,"",,,"",,"12","",,,"",,"31","733",,"2016","264","131","-843",,"382","64","0",,"-55","",,,"4624",,"2123","-1601",,"2192",,,"11183",,"148","417","4075",,,,,"-306","523",,,,"11072",,,"2732","24078",,"",,"","","7336","222","","334",,"878",,,"-817",,,"-843",,"1006","799","4366",,,"852","210","588","530","","","","","1","-1601",,,"-2444","-2444","2735","-627","",,,"73","0","907","279","0",,"0",,,,,,,"","","",,"2474","83","417","-933",,,,,,,"-694","111",,"","1172","540","","","417","",,"","",,,""
"1976 Q4","","1391","2426","1330",,"","","","0","","",,,,,,,,"0",,,,,"",,,,,,"565",,,,,,,,,"-82",,"300","-901","-59","-173","8418","4","1088",,"",,"",,"",,,"",,"6","",,,"",,"37","703",,"2174","554","18","568",,"367","45","0",,"-59","",,,"5038",,"2304","-1649",,"2244",,,"11996",,"-93","437","4207",,,,,"171","529",,,,"11388",,,"3222","24499",,"",,"","","7749","199","","345",,"719",,,"-180",,,"568",,"1152","878","3897",,,"586","226","32","274","","","","","0","-1649",,,"-1081","-1081","2930","-696","",,,"199","0","903","326","0",,"0",,,,,,,"","","",,"2251","77","437","-525",,,,,,,"-376","608",,"","901","22","","","518","",,"","",,,""
"1977 Q1","0","16","5592","510",,"81217","5.2","0.4","0","75991","60467",,,,,,,,"0",,,,,"37216",,,,,,"1648",,,,,,,,,"-11",,"345","-1252","-60","194","10129","15","-637",,"27565",,"69158",,"6833",,,"73575",,"58","7642",,,"54.8",,"56","767",,"2241","-60","43","118",,"467","179","0",,"-60","0.4",,,"6133",,"2365","-1671",,"2261",,,"12905",,"268","444","4289",,,,,"454","500",,,,"12007",,,"2681","25002",,"234",,"552","455","7881","219","73.6","377",,"1008",,,"-301",,,"118",,"1001","885","5182",,,"166","192","226","735","-1754","-17896","24876","-12041","2","-1671",,,"-1553","-1553","3027","-900","5.2",,,"151","0","1297","343","0",,"0",,,,,,,"54.8","73575","73.6","-137","917","93","444","-446",,,,,,,"-806","898",,"81217","1229","453","809","234","503","1007",,"4.8","4.8",,,"7642"
"1977 Q2","","1221","6727","1922",,"","","","0","","",,,,,,,,"0",,,,,"",,,,,,"487",,,,,,,,,"-35",,"349","-989","-60","297","10477","-182","286",,"",,"",,"",,,"",,"-5","",,,"",,"57","677",,"2317","261","-177","-174",,"-370","31","0",,"-60","",,,"4852",,"2387","-1082",,"2367",,,"12140",,"776","466","4383",,,,,"-305","654",,,,"11979",,,"3327","25104",,"",,"","","7912","235","","390",,"748",,,"-267",,,"-174",,"1070","986","4609",,,"186","219","-75","406","","","","","-1","-1082",,,"-1256","-1256","3188","-580","",,,"99","0","884","295","0",,"0",,,,,,,"","","","-137","1813","94","466","-885",,,,,,,"-104","161",,"","1060","434","","","537","",,"","",,,""
"1977 Q3","","174","9826","239",,"","","","0","","",,,,,,,,"0",,,,,"",,,,,,"561",,,,,,,,,"-26",,"348","-899","-59","-174","10947","-34","133",,"",,"",,"",,,"",,"-1","",,,"",,"70","646",,"2394","378","-31","-409",,"328","68","0",,"-59","",,,"5019",,"2191","-1247",,"2400",,,"12975",,"-74","474","4522",,,,,"293","609",,,,"12208",,,"3559","25474",,"",,"","","7832","255","","415",,"1094",,,"-757",,,"-409",,"1145","951","4602",,,"517","212","139","254","","","","","-1","-1247",,,"-1656","-1656","3275","-602","",,,"127","0","1050","276","0",,"0",,,,,,,"","","","-137","945","109","474","-309",,,,,,,"-590","767",,"","1260","862","","","575","",,"","",,,""
"1977 Q4","","1189","10715","1781",,"","","","0","","",,,,,,,,"0",,,,,"",,,,,,"716",,,,,,,,,"-25",,"350","-1499","-58","-184","9707","-244","702",,"",,"",,"",,,"",,"-271","",,,"",,"70","694",,"2474","423","-232","-91",,"-405","-237","0",,"-58","",,,"4887",,"2374","-1280",,"2475",,,"12947",,"439","491","4617",,,,,"-365","614",,,,"12821",,,"4022","25336",,"",,"","","8263","245","","407",,"648",,,"128",,,"-91",,"1300","1181","3802",,,"576","208","153","34","","","","","1","-1280",,,"-1371","-1371","3561","-879","",,,"250","0","1041","294","0",,"0",,,,,,,"","","","-137","1799","109","491","-1244",,,,,,,"-255","126",,"","1143","734","","","651","",,"","",,,""
"1978 Q1","0","329","10910","736",,"92158","4.1","0.8","0","86357","70437",,,,,,,,"0",,,"0",,"44177",,,,,,"1916",,,,,,,,,"32",,"431","-1962","-60","102","11748","-68","-791",,"29024",,"74692",,"11665",,,"79541",,"-55","12617",,,"50.8",,"81","714",,"2650","-529","-33","-502",,"804","229","0",,"-60","0.8",,,"6497",,"2510","-1639",,"2509",,,"14301",,"-78","517","4869",,,,,"-6","588",,,,"13790",,,"3217","26296",,"276","2532","0","479","8740","266","79.5","437",,"1097",,,"-179",,,"-502",,"1130","1154","5717",,,"-44","155","485","726","-1648","-19024","26473","-13104","1","-1639",,,"-2141","-2141","3722","-1195","4.1",,,"345","0","1372","575","0",,"0",,,,,,,"50.8","79541","79.5","0","980","134","517","-1201",,,,,,,"-761","511",,"92158","1444","1572","952","276","294","479",,"3.3","3.3",,,"12617"
"1978 Q2","","1915","8891","2503",,"","","","0","","",,,,,,,,"0",,,"266",,"",,,,,,"611",,,,,,,,,"1",,"351","-1627","-61","218","11930","9","155",,"",,"",,"",,,"",,"19","",,,"",,"78","741",,"2646","-206","299","-845",,"-223","-248","0",,"-61","",,,"5289",,"2622","-1060",,"2454",,,"13283",,"219","522","4897",,,,,"-922","616",,,,"13683",,,"3765","26689",,"","2453","","","8786","248","","447",,"826",,,"-278",,,"-845",,"1233","1300","4971",,,"163","253","369","-4","","","","","0","-1060",,,"-1905","-1905","3855","-653","",,,"119","0","1110","361","0",,"0",,,,,,,"","","","0","2062","123","522","-1575",,,,,,,"-52","-400",,"","1195","1596","","","615","",,"","",,,""
"1978 Q3","","1642","8365","2333",,"","","","0","","",,,,,,,,"0",,,"0",,"",,,,,,"641",,,,,,,,,"-11",,"403","-2047","-62","146","12048","47","-54",,"",,"",,"",,,"",,"52","",,,"",,"75","751",,"2650","57","249","-1432",,"249","44","0",,"-62","",,,"5308",,"2418","-1278",,"2524",,,"13850",,"67","542","5082",,,,,"-804","625",,,,"14112",,,"3984","26797",,"","2556","","","8849","259","","456",,"1043",,,"-663",,,"-1432",,"1328","1316","5263",,,"681","225","624","316","","","","","-1","-1278",,,"-2710","-2710","3897","-709","",,,"221","0","1185","362","0",,"0",,,,,,,"","","","0","2638","120","542","-1513",,,,,,,"-534","-262",,"","1528","1535","","","616","",,"","",,,""
"1978 Q4","","2232","7689","2725",,"","","","0","","",,,,,,,,"0",,,"183",,"",,,,,,"896",,,,,,,,,"-47",,"410","-1589","-63","-102","11233","10","1229",,"",,"",,"",,,"",,"3","",,,"",,"72","703",,"2813","149","30","-285",,"-131","66","0",,"-63","",,,"5947",,"2551","-1293",,"2614",,,"14955",,"154","567","5218",,,,,"-349","636",,,,"14737",,,"4604","26831",,"","2451","","","9242","230","","461",,"790",,,"11",,,"-285",,"1465","1487","4173",,,"488","270","339","23","","","","","5","-1293",,,"-1578","-1578","4198","-806","",,,"371","0","1236","403","0",,"0",,,,,,,"","","","0","2736","119","567","-1155",,,,,,,"-434","218",,"","1478","1078","","","628","",,"","",,,""
"1979 Q1","0","-112","10620","194",,"101967","4.8","1.9","0","96731","79585",,,,,,,,"0",,,"710",,"52111",,,,,,"2324",,,,,,,,,"311",,"453","-1977","-64","-253","11146","1","-1019",,"30617",,"84240",,"12491",,,"88605",,"73","13362",,,"49.0",,"104","828",,"3015","300","61","-915",,"1079","184","0",,"-64","1.9",,,"7146",,"2756","-1577",,"2646",,,"16149",,"-103","595","5390",,,,,"-129","590",,,,"15683",,,"4057","27828",,"245","2679","1013","613","9494","263","88.6","504",,"1212",,,"-515",,,"-915",,"780","1469","6630",,,"709","141","409","976","-1582","-20251","27069","-13471","0","-1577",,,"-2492","-2492","4384","-1021","4.8",,,"218","0","2977","433","0",,"0",,,,,,,"49.0","88605","88.6","-95","1583","140","595","-1150",,,,,,,"-827","466",,"101967","1655","619","871","245","672","1626",,"2.9","2.9",,,"13362"
"1979 Q2","","2727","10163","3841",,"","","","0","","",,,,,,,,"0",,,"-12",,"",,,,,,"554",,,,,,,,,"230",,"346","-1654","-65","724","11395","9","404",,"",,"",,"",,,"",,"58","",,,"",,"115","874",,"2894","-76","111","-1147",,"-338","148","0",,"-65","",,,"6234",,"2873","-990",,"2850",,,"15887",,"537","604","5628",,,,,"-865","655",,,,"16148",,,"4752","27792",,"","2676","","","9916","270","","533",,"950",,,"-483",,,"-1147",,"1370","1837","5522",,,"501","334","577","199","","","","","0","-990",,,"-2137","-2137","4602","-732","",,,"21","0","1177","404","0",,"0",,,,,,,"","","","-94","3424","133","604","-1597",,,,,,,"-57","-261",,"","1586","708","","","586","",,"","",,,""
"1979 Q3","","1853","10305","2798",,"","","","0","","",,,,,,,,"0",,,"1091",,"",,,,,,"681",,,,,,,,,"138",,"443","-1778","-65","-119","11596","1","1088",,"",,"",,"",,,"",,"25","",,,"",,"169","803",,"2895","320","71","-1457",,"747","139","0",,"-65","",,,"6181",,"2794","-1477",,"2947",,,"16968",,"-21","638","5922",,,,,"-141","763",,,,"16471",,,"5433","28569",,"","2962","","","10023","270","","610",,"1197",,,"-1156",,,"-1457",,"2187","1762","5961",,,"1286","258","966","726","","","","","-1","-1477",,,"-2934","-2934","4580","-782","",,,"64","0","1511","383","0",,"0",,,,,,,"","","","-94","3858","120","638","-923",,,,,,,"-855","497",,"","1911","858","","","585","",,"","",,,""
