"Title","M&A : Inward : Value of acquisitions - direct transactions : Annual : £m","Africa Outward Disposals Value :£m                                      ","M&A : Inward : Number of acquisitions - direct transactions : Annual    ","Africa Outward Disposals Number                                         ","M&A : Inward : Value of disposals : £m                                  ","M&A : Inward : Value of disposals in USA : Annual : £m                  ","M&A : Inward : Number of disposals in USA : Annual                      ","M&A : Inward : Value of disposals in EU : Annual : £m                   ","M&A : Inward : Number of disposals in EU : Annual                       ","M&A : Inward : Value of acquisitions : £m                               ","M&A : Inward : Value of acquisitions in USA : Annual : £m               ","M&A : Inward : Number of acquisitions in USA : Annual                   ","M&A : Inward : Value of acquisitions in EU : Annual : £m                ","M&A : Inward : Number of acquisitions in EU : Annual                    ","M&A : Outward : Value of disposals - indirect funded locally : Annual : £m","M&A : Outward : Number of disposals - indirect funded locally : Annual  ","M&A : Outward : Value of disposals - indirect funded in UK : Annual : £m","Australasia & Oceania Outward Disposals Number                          ","Australasia & Oceania Outward Acquisitions Value :£m                    ","Africa Inward Acquisitions Number                                       ","Australasia & Oceania Outward Disposals Value :£m                       ","Africa Inward Disposals Number                                          ","Africa Inward Acquisitions Value :£m                                    ","M&A : Domestic : Sales of subsidiaries between groups : Total payments : £m","M&A : Domestic : M&A of independents : Total payments : £m              ","M&A : Domestic : Value of ordinary shares : £m                          ","M&A : Domestic : Value of preference & loan stock : £m                  ","Africa Inward Disposals Value :£m                                       ","Africa Outward Acquisitions Value :£m                                   ","M&A : Domestic : Number of companies acquired                           ","Africa Outward Acquisitions Number                                      ","Europe Total Inward Disposals Value: £m                                 ","Europe Total Outward Acquisitions Value :£m                             ","Europe Total Outward Acquisitions Number                                ","Europe Total Outward Disposals Value :£m                                ","Europe Total Outward Disposals Number                                   ","Other Europe Inward Acquisitions Value :£m                              ","Other Europe Inward Acquisitions Number                                 ","Other Europe Inward Disposals Number                                    ","Europe Total Inward Acquisitions Number                                 ","Europe Total Inward Disposals Number                                    ","Europe Total Inward Acquisitions Value: £m                              ","Other Americas Inward Disposals Value :£m                               ","Other Americas Outward Acquisitions Value :£m                           ","Other Americas Outward Acquisitions Number                              ","Other Americas Outward Disposals Value :£m                              ","Other Americas Outward Disposals Number                                 ","Americas Total Inward Acquisitions Value :£m                            ","Americas Total Inward Acquisitions Number                               ","Americas Total Inward Disposals Number                                  ","M&A : Domestic : Total expenditure - (Initial plus deferred payments) : £m","M&A : Inward : Value of disposals - indirect funded locally : Annual : £m","M&A : Inward : Number of disposals - indirect funded locally : Annual   ","M&A : Inward : Value of disposals - indirect by overseas parent : Annual : £m","Other Europe Outward Acquisitions Number                                ","M&A : Inward : Number of disposals - indirect by overseas parent : Annual","Other Europe Inward Disposals Value :£m                                 ","M&A : Inward : Value of disposals - direct transactions : Annual : £m   ","Other Europe Outward Disposals Number                                   ","M&A : Inward : Number of disposals - direct transactions : Annual       ","M&A : Domestic : M&A of independents : number acquired                  ","Other Europe Outward Acquisitions Value :£m                             ","M&A : Inward : Value of acquisitions - indirect funded locally : Annual : £m","Other Americas Inward Acquisitions Number                               ","M&A : Inward : Number of acquisitions - indirect funded locally : Annual","Other Europe Outward Disposals Value :£m                                ","M&A : Inward : Value of acquisitions - indirect by overseas parent : Annual : £m","Other Americas Inward Disposals Number                                  ","M&A : Domestic : Sales of subsidiaries between groups : number acquired ","Other Americas Inward Acquisitions Value :£m                            ","M&A : Inward : Number of acquisitions - indirect by overseas parent : Annual","M&A : Domestic : Cash expenditure on M&A of independent companies : £m  ","M&A : Domestic : Cash expenditure on M&A of subsidiaries : £m           ","M&A : Domestic : Percentage of M&A in cash                              ","M&A : Domestic : Percentage of M&A in ordinary shares                   ","M&A : Domestic : Percentage of M&A in fixed interest securities         ","M&A : Outward : Value of acquisitions in USA : Annual : £m              ","Asia Outward Acquisitions Value :£m                                     ","M&A : Outward : Number of acquisitions in USA : Annual                  ","Asia Outward Acquisitions Number                                        ","Asia Ouward Disposals Value :£m                                         ","Asia Outward Disposals Number                                           ","Australasia & Oceania Inward Acquisitions Value :£m                     ","Australasia & Oceania Inward Acquisitions Number                        ","M&A : Outward : Value of acquisitions in EU : Annual : £m               ","Australasia & Oceania Inward Disposals Number                           ","M&A : Outward : Number of acquisitions in EU : Annual                   ","M&A : Inward : Number of disposals                                      ","M&A : Inward : Number of acquisitions                                   ","M&A : Outward : Number of disposals                                     ","M&A : Outward : Number of acquisitions                                  ","Australasia & Oceania Outward Acquisitions Number                       ","Australasia & Oceania Inward Disposals Value :£m                        ","M&A : Outward : Number of disposals - indirect funded in UK : Annual    ","Americas Total Outward Acquisitions Number                              ","M&A : Outward : Value of disposals - direct transactions : Annual : £m  ","Americas Total Inward Disposals Value :£m                               ","M&A : Outward : Number of disposals - direct transactions : Annual      ","Americas Total Outward Disposals Number                                 ","Americas Total Outward Acquisitions Value :£m                           ","Asia Inward Acquisitions Number                                         ","Americas Total Outward Disposals Value :£m                              ","Asia Inward Disposals Number                                            ","Asia Inward Acquisitions Value :£m                                      ","M&A : Outward : Value of acquisitions - indirect funded locally : Annual : £m","M&A : Outward : Number of acquisitions - indirect funded locally : Annual","M&A : Outward : Value of acquisitions - indirect funded in UK : Annual : £m","M&A : Outward : Number of acquisitions - indirect funded in UK : Annual ","M&A : Outward : Value of acquisitions - direct transactions : Annual : £m","M&A : Outward : Number of acquisitions - direct transactions : Annual   ","M&A : Outward : Value of disposals : £m                                 ","M&A : Outward : Value of disposals in USA : Annual : £m                 ","M&A : Outward : Number of disposals in USA : Annual                     ","M&A : Outward : Value of disposals in EU : Annual : £m                  ","M&A : Outward : Number of disposals in EU : Annual                      ","M&A : Outward : Value of acquisitions : £m                              ","Asia Inward Disposals Value :£m                                         "
"2000 Q2","","","","","2743","","","","","14097","","","","","","","","","","","","","","1959","19510","15045","319","","","133","","","","","","","","","","","","","","","","","","","","","21469","","","","","","","","","","111","","","","","","","","22","","","4224","1881","28","71","1","","","","","","","","","","","","12","61","34","127","","","","","","","","","","","","","","","","","","","","2367","","","","","129390",""
"2000 Q3","","","","","","","","","","38192","","","","","","","","","","","","","","2269","14583","7367","314","","","163","","","","","","","","","","","","","","","","","","","","","16852","","","","","","","","","","125","","","","","","","","38","","","6934","2237","54","44","2","","","","","","","","","","","","6","64","50","127","","","","","","","","","","","","","","","","","","","","15314","","","","","19749",""
"2000 Q4","","","","","","","","","","7409","","","","","","","","","","","","","","969","33887","28198","479","","","152","","","","","","","","","","","","","","","","","","","","","34856","","","","","","","","","","115","","","","","","","","37","","","5265","914","18","81","1","","","","","","","","","","","","13","48","36","115","","","","","","","","","","","","","","","","","","","","3886","","","","","18745",""
"2001 Q1","","","","","2076","","","","","9373","","","","","","","","","","","","","","2686","3495","982","338","","","131","","","","","","","","","","","","","","","","","","","","","6181","","","","","","","","","","69","","","","","","","","62","","","2606","2255","79","16","5","","","","","","","","","","","","27","54","30","109","","","","","","","","","","","","","","","","","","","","7601","","","","","13473",""
"2001 Q2","","","","","747","","","","","6948","","","","","","","","","","","","","","2598","2292","555","442","","","108","","","","","","","","","","","","","","","","","","","","","4890","","","","","","","","","","79","","","","","","","","29","","","1679","2214","80","11","9","","","","","","","","","","","","12","36","39","111","","","","","","","","","","","","","","","","","","","","7675","","","","","12208",""
"2001 Q3","","","","","557","","","","","4148","","","","","","","","","","","","","","1915","14164","10649","447","","","129","","","","","","","","","","","","","","","","","","","","","16079","","","","","","","","","","87","","","","","","","","42","","","3457","1526","0","0","3","","","","","","","","","","","","9","42","26","85","","","","","","","","","","","","","","","","","","","","7750","","","","","7555",""
"2001 Q4","","","","","1084","","","","","3913","","","","","","","","","","","","","","766","1078","170","218","","","124","","","","","","","","","","","","","","","","","","","","","1844","","","","","","","","","","84","","","","","","","","40","","","747","709","79","9","12","","","","","","","","","","","","14","30","44","66","","","","","","","","","","","","","","","","","","","","5468","","","","","8237",""
"2002 Q1","","","","","3524","","","","","2820","","","","","","","","","","","","","","1342","2511","104","250","","","83","","","","","","","","","","","","","","","","","","","","","3853","","","","","","","","","","58","","","","","","","","25","","","2201","1298","91","3","6","","","","","","","","","","","","19","30","24","68","","","","","","","","","","","","","","","","","","","","1014","","","","","8826",""
"2002 Q2","","","","","1645","","","","","4771","","","","","","","","","","","","","","3222","1006","78","170","","","120","","","","","","","","","","","","","","","","","","","","","4228","","","","","","","","","","95","","","","","","","","25","","","801","3179","94","2","4","","","","","","","","","","","","9","27","38","68","","","","","","","","","","","","","","","","","","","","1489","","","","","8285",""
"2002 Q3","","","","","1770","","","","","8529","","","","","","","","","","","","","","1453","4880","184","28","","","88","","","","","","","","","","","","","","","","","","","","","6333","","","","","","","","","","66","","","","","","","","22","","","4695","1426","97","0","0","","","","","","","","","","","","19","40","35","74","","","","","","","","","","","","","","","","","","","","1016","","","","","6020",""
"2002 Q4","","","","","973","","","","","678","","","","","","","","","","","","","","2221","8601","6414","443","","","139","","","","","","","","","","","","","","","","","","","","","10822","","","","","","","","","","104","","","","","","","","35","","","1877","2088","37","0","9","","","","","","","","","","","","13","20","31","52","","","","","","","","","","","","","","","","","","","","3555","","","","","3495",""
"2003 Q1","","","","","313","","","","","769","","","","","","","","","","","","","","2232","1625","609","353","","","107","","","","","","","","","","","","","","","","","","","","","3857","","","","","","","","","","72","","","","","","","","35","","","1003","1892","75","16","9","","","","","","","","","","","","8","33","26","60","","","","","","","","","","","","","","","","","","","","1130","","","","","12597",""
"2003 Q2","","","","","1098","","","","","2298","","","","","","","","","","","","","","1876","1877","258","345","","","122","","","","","","","","","","","","","","","","","","","","","3753","","","","","","","","","","81","","","","","","","","41","","","1437","1713","84","7","9","","","","","","","","","","","","16","34","26","53","","","","","","","","","","","","","","","","","","","","1218","","","","","2030",""
"2003 Q3","","","","","1631","","","","","2798","","","","","","","","","","","","","","1922","2778","153","133","","","153","","","","","","","","","","","","","","","","","","","","","4700","","","","","","","","","","111","","","","","","","","42","","","2495","1919","94","3","3","","","","","","","","","","","","15","35","40","63","","","","","","","","","","","","","","","","","","","","1702","","","","","2612",""
"2003 Q4","","","","","578","","","","","3444","","","","","","","","","","","","","","1695","4674","647","42","","","176","","","","","","","","","","","","","","","","","","","","","6369","","","","","","","","","","128","","","","","","","","48","","","4021","1659","89","10","1","","","","","","","","","","","","16","27","44","67","","","","","","","","","","","","","","","","","","","","4593","","","","","3517",""
"2004 Q1","","","","","983","","","","","2598","","","","","","","","","","","","","","882","11757","8807","358","","","151","","","","","","","","","","","","","","","","","","","","","12639","","","","","","","","","","111","","","","","","","","40","","","2819","655","27","70","3","","","","","","","","","","","","16","38","42","64","","","","","","","","","","","","","","","","","","","","816","","","","","2302",""
"2004 Q2","","","","","271","","","","","9410","","","","","","","","","","","","","","1717","3642","822","300","","","169","","","","","","","","","","","","","","","","","","","","","5359","","","","","","","","","","120","","","","","","","","49","","","2555","1682","79","15","6","","","","","","","","","","","","14","57","18","81","","","","","","","","","","","","","","","","","","","","2353","","","","","3279",""
"2004 Q3","","","","","3246","","","","","5666","","","","","","","","","","","","","","4290","3819","240","374","","","211","","","","","","","","","","","","","","","","","","","","","8109","","","","","","","","","","173","","","","","","","","38","","","3469","4026","92","3","5","","","","","","","","","","","","14","47","35","74","","","","","","","","","","","","","","","","","","","","1305","","","","","9781",""
"2004 Q4","","","","","1014","","","","","12254","","","","","","","","","","","","","","1637","3664","469","136","","","210","","","","","","","","","","","","","","","","","","","","","5301","","","","","","","","","","173","","","","","","","","37","","","3237","1459","88","9","3","","","","","","","","","","","","10","36","23","86","","","","","","","","","","","","","","","","","","","","1011","","","","","3347",""
"2005 Q1","","","","","3328","","","","","11912","","","","","","","","","","","","","","1935","1581","166","98","","","166","","","","","","","","","","","","","","","","","","","","","3516","","","","","","","","","","128","","","","","","","","38","","","1334","1918","92","5","3","","","","","","","","","","","","19","51","20","91","","","","","","","","","","","","","","","","","","","","1435","","","","","3601",""
"2005 Q2","","","","","544","","","","","9019","","","","","","","","","","","","","","2974","6009","1285","114","","","215","","","","","","","","","","","","","","","","","","","","","8983","","","","","","","","","","166","","","","","","","","49","","","4869","2715","85","14","1","","","","","","","","","","","","12","65","22","74","","","","","","","","","","","","","","","","","","","","909","","","","","7762",""
"2005 Q3","","","","","1639","","","","","13854","","","","","","","","","","","","","","1920","5367","1207","96","","","211","","","","","","","","","","","","","","","","","","","","","7287","","","","","","","","","","174","","","","","","","","37","","","4106","1878","82","17","1","","","","","","","","","","","","18","67","42","109","","","","","","","","","","","","","","","","","","","","1136","","","","","7600",""
"2005 Q4","","","","","2876","","","","","15495","","","","","","","","","","","","","","2029","3319","110","123","","","177","","","","","","","","","","","","","","","","","","","","","5348","","","","","","","","","","136","","","","","","","","41","","","3116","1999","96","2","2","","","","","","","","","","","","12","59","26","91","","","","","","","","","","","","","","","","","","","","9188","","","","","13769",""
"2006 Q1","","","","","431","","","","","24192","","","","","","","","","","","","","","2514","4455","431","42","","","207","","","","","","","","","","","","","","","","","","","","","6969","","","","","","","","","","163","","","","","","","","44","","","4069","2427","93","6","1","","","","","","","","","","","","16","54","18","94","","","","","","","","","","","","","","","","","","","","5456","","","","","7629",""
"2006 Q2","","","","","1837","","","","","18530","","","","","","","","","","","","","","549","3673","384","13","","","208","","","","","","","","","","","","","","","","","","","","","4222","","","","","","","","","","166","","","","","","","","42","","","3298","527","91","9","0","","","","","","","","","","","","13","62","18","98","","","","","","","","","","","","","","","","","","","","9454","","","","","6517",""
"2006 Q3","","","","","5715","","","","","19317","","","","","","","","","","","","","","4651","6725","4064","216","","","163","","","","","","","","","","","","","","","","","","","","","11376","","","","","","","","","","135","","","","","","","","28","","","2516","4580","","","2","","","","","","","","","","","","11","71","24","98","","","","","","","","","","","","","","","","","","","","2836","","","","","15171",""
"2006 Q4","","","","","6225","","","","","15711","","","","","","","","","","","","","","617","5327","593","64","","","201","","","","","","","","","","","","","","","","","","","","","5944","","","","","","","","","","164","","","","","","","","37","","","4690","597","89","10","1","","","","","","","","","","","","15","72","29","115","","","","","","","","","","","","","","","","","","","","3468","","","","","8095",""
"2007 Q1","","","","","638","","","","","6394","","","","","","","","","","","","","","385","5264","2407","142","","","191","","","","","","","","","","","","","","","","","","","","","5649","","","","","","","","","","159","","","","","","","","32","","","2824","276","54","43","3","","","","","","","","","","","","14","61","23","108","","","","","","","","","","","","","","","","","","","","3468","","","","","4506",""
"2007 Q2","","","","","5274","","","","","51511","","","","","","","","","","","","","","4579","5543","1874","282","","","212","","","","","","","","","","","","","","","","","","","","","10122","","","","","","","","","","158","","","","","","","","54","","","3605","4361","78","19","3","","","","","","","","","","","","26","75","39","105","","","","","","","","","","","","","","","","","","","","1798","","","","","17617",""
"2007 Q3","","","","","903","","","","","15044","","","","","","","","","","","","","","942","6904","358","1110","","","258","","","","","","","","","","","","","","","","","","","","","7846","","","","","","","","","","209","","","","","","","","49","","","5545","833","81","5","14","","","","","","","","","","","","12","80","23","141","","","","","","","","","","","","","","","","","","","","3887","","","","","9873",""
"2007 Q4","","","","","709","","","","","9172","","","","","","","","","","","","","","1093","2068","270","157","","","208","","","","","","","","","","","","","","","","","","","","","3161","","","","","","","","","","172","","","","","","","","36","","","1697","1037","86","9","5","","","","","","","","","","","","14","53","19","87","","","","","","","","","","","","","","","","","","","","1068","","","","","25818",""
"2008 Q1","","","","","766","","","","","21086","","","","","","","","","","","","","","1039","3506","786","268","","","172","","","","","","","","","","","","","","","","","","","","","4545","","","","","","","","","","136","","","","","","","","36","","","2578","913","77","17","6","","","","","","","","","","","","16","86","15","86","","","","","","","","","","","","","","","","","","","","787","","","","","15946",""
"2008 Q2","","","","","2140","","","","","19964","","","","","","","","","","","","","","524","9069","187","41","","","183","","","","","","","","","","","","","","","","","","","","","9593","","","","","","","","","","158","","","","","","","","25","","","8845","520","98","2","0","","","","","","","","","","","","17","63","19","91","","","","","","","","","","","","","","","","","","","","5210","","","","","5729",""
"2008 Q3","","","","","568","","","","","3228","","","","","","","","","","","","","","344","3789","341","56","","","104","","","","","","","","","","","","","","","","","","","","","4133","","","","","","","","","","77","","","","","","","","27","","","3408","328","91","8","1","","","","","","","","","","","","11","54","19","72","","","","","","","","","","","","","","","","","","","","4691","","","","","4247",""
"2008 Q4","","","","","1665","","","","","8274","","","","","","","","","","","","","","1093","17105","596","10","","","99","","","","","","","","","","","","","","","","","","","","","18198","","","","","","","","","","74","","","","","","","","25","","","16502","1090","97","3","0","","","","","","","","","","","","5","49","18","49","","","","","","","","","","","","","","","","","","","","1374","","","","","3748",""
"2009 Q1","","","","","2157","","","","","12354","","","","","","","","","","","","","","134","8072","7699","47","","","88","","","","","","","","","","","","","","","","","","","","","8206","","","","","","","","","","59","","","","","","","","29","","","332","128","6","93","1","","","","","","","","","","","","6","28","13","17","","","","","","","","","","","","","","","","","","","","1299","","","","","3744",""
"2009 Q2","","","","","236","","","","","645","","","","","","","","","","","","","","150","579","437","12","","","59","","","","","","","","","","","","","","","","","","","","","729","","","","","","","","","","41","","","","","","","","18","","","130","150","38","60","2","","","","","","","","","","","","11","22","7","32","","","","","","","","","","","","","","","","","","","","726","","","","","2811",""
"2009 Q3","","","","","2715","","","","","3934","","","","","","","","","","","","","","234","1652","254","9","","","62","","","","","","","","","","","","","","","","","","","","","1886","","","","","","","","","","43","","","","","","","","19","","","1409","214","87","13","0","","","","","","","","","","","","8","28","7","28","","","","","","","","","","","","","","","","","","","","252","","","","","2574",""
"2009 Q4","","","","","2712","","","","","15051","","","","","","","","","","","","","","222","1152","45","46","","","77","","","","","","","","","","","","","","","","","","","","","1374","","","","","","","","","","55","","","","","","","","22","","","1066","217","94","3","3","","","","","","","","","","","","13","34","10","41","","","","","","","","","","","","","","","","","","","","2824","","","","","1019",""
"2010 Q1","","","","","332","","","","","14371","","","","","","","","","","","","","","536","825","58","13","","","67","","","","","","","","","","","","","","","","","","","","","1361","","","","","","","","","","50","","","","","","","","17","","","765","525","95","4","1","","","","","","","","","","","","8","54","13","30","","","","","","","","","","","","","","","","","","","","2790","","","","","1027",""
"2010 Q2","","","","","1092","","","","","2841","","","","","","","","","","","","","","760","1272","275","57","","","95","","","","","","","","","","","","","","","","","","","","","2032","","","","","","","","","","70","","","","","","","","25","","","986","714","83","14","3","","","","","","","","","","","","15","48","18","49","","","","","","","","","","","","","","","","","","","","866","","","","","2293",""
"2010 Q3","","","","","3448","","","","","12405","","","","","","","","","","","","","","932","2017","839","131","","","80","","","","","","","","","","","","","","","","","","","","","2949","","","","","","","","","","58","","","","","","","","22","","","1165","814","68","28","4","","","","","","","","","","","","19","59","18","54","","","","","","","","","","","","","","","","","","","","4189","","","","","5308",""
"2010 Q4","","","","","5019","","","","","7026","","","","","","","","","","","","","","2602","3661","388","149","","","83","","","","","","","","","","","","","","","","","","","","","6263","","","","","","","","","","65","","","","","","","","18","","","3259","2467","92","6","2","","","","","","","","","","","","16","51","24","66","","","","","","","","","","","","","","","","","","","","3566","","","","","3786",""
"2011 Q1","","","","","925","","","","","5765","","","","","","","","","","","","","","671","829","240","57","","","76","","","","","","","","","","","","","","","","","","","","","1500","","","","","","","","","","51","","","","","","","","25","","","552","651","80","16","4","","","","","","","","","","","","15","54","18","70","","","","","","","","","","","","","","","","","","","","3268","","","","","19848",""
"2011 Q2","","","","","6102","","","","","9712","","","","","","","","","","","","","","775","2571","204","83","","","94","","","","","","","","","","","","","","","","","","","","","3346","","","","","","","","","","75","","","","","","","","19","","","2355","704","92","6","2","","","","","","","","","","","","15","68","19","75","","","","","","","","","","","","","","","","","","","","3110","","","","","10982",""
"2011 Q3","","","","","1887","","","","","5108","","","","","","","","","","","","","","511","941","75","87","","","97","","","","","","","","","","","","","","","","","","","","","1452","","","","","","","","","","71","","","","","","","","26","","","828","462","89","5","6","","","","","","","","","","","","17","68","22","77","","","","","","","","","","","","","","","","","","","","3620","","","","","6816",""
"2011 Q4","","","","","2834","","","","","12382","","","","","","","","","","","","","","867","924","200","44","","","106","","","","","","","","","","","","","","","","","","","","","1791","","","","","","","","","","79","","","","","","","","27","","","697","850","87","11","2","","","","","","","","","","","","22","47","21","64","","","","","","","","","","","","","","","","","","","","4113","","","","","12588",""
"2012 Q1","","","","","","","","","","4235","","","","","","","","","","","","","","199","871","323","30","","","62","","","","","","","","","","","","","","","","","","","","","1070","","","","","","","","","","49","","","","","","","","13","","","518","199","67","30","3","","","","","","","","","","","","8","51","8","25","","","","","","","","","","","","","","","","","","","","2122","","","","","772",""
"2012 Q2","","","","","","","","","","2514","","","","","","","","","","","","","","346","695","54","143","","","81","","","","","","","","","","","","","","","","","","","","","1041","","","","","","","","","","65","","","","","","","","16","","","575","269","81","5","14","","","","","","","","","","","","7","48","14","41","","","","","","","","","","","","","","","","","","","","1375","","","","","6243",""
"2012 Q3","","","","","","","","","","8778","","","","","","","","","","","","","","100","510","8","93","","","62","","","","","","","","","","","","","","","","","","","","","610","","","","","","","","","","55","","","","","","","","7","","","409","100","84","1","15","","","","","","","","","","","","4","39","7","21","","","","","","","","","","","","","","","","","","","","632","","","","","8231",""
"2012 Q4","","","","","1150","","","","","1887","","","","","","","","","","","","","","232","460","34","2","","","61","","","","","","","","","","","","","","","","","","","","","692","","","","","","","","","","47","","","","","","","","14","","","435","221","95","5","0","","","","","","","","","","","","8","23","11","35","","","","","","","","","","","","","","","","","","","","","","","","","2687",""
"2013 Q1","","","","","89","","","","","3528","","","","","","","","","","","","","","2232","593","26","16","","","39","","","","","","","","","","","","","","","","","","","","","2825","","","","","","","","","","23","","","","","","","","16","","","567","2216","98","1","1","","","","","","","","","","","","4","19","10","27","","","","","","","","","","","","","","","","","","","","5546","","","","","1977",""
"2013 Q2","","","","","710","","","","","23506","","","","","","","","","","","","","","334","2104","80","50","","","68","","","","","","","","","","","","","","","","","","","","","2438","","","","","","","","","","53","","","","","","","","15","","","1992","316","95","3","2","","","","","","","","","","","","8","33","13","13","","","","","","","","","","","","","","","","","","","","3572","","","","","1045",""
"2013 Q3","","","","","623","","","","","2783","","","","","","","","","","","","","","337","829","230","17","","","72","","","","","","","","","","","","","","","","","","","","","1166","","","","","","","","","","55","","","","","","","","17","","","587","332","79","20","1","","","","","","","","","","","","8","59","5","7","","","","","","","","","","","","","","","","","","","","439","","","","","474",""
"2013 Q4","","","","","491","","","","","2022","","","","","","","","","","","","","","627","609","17","64","","","59","","","","","","","","","","","","","","","","","","","","","1236","","","","","","","","","","44","","","","","","","","15","","","544","611","94","1","5","","","","","","","","","","","","6","30","","11","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2014 Q1","","","","","","","","","","5569","","","","","","","","","","","","","","122","1491","612","2","","","40","","","","","","","","","","","","","","","","","","","","","1613","","","","","","","","","","32","","","","","","","","8","","","896","103","62","38","0","","","","","","","","","","","","","29","","30","","","","","","","","","","","","","","","","","","","","","","","","","1944",""
"2014 Q2","","","","","","","","","","1864","","","","","","","","","","","","","","1136","490","50","45","","","51","","","","","","","","","","","","","","","","","","","","","1625","","","","","","","","","","37","","","","","","","","14","","","478","1051","94","3","3","","","","","","","","","","","","","28","20","25","","","","","","","","","","","","","","","","","","","","2422","","","","","2481",""
"2014 Q3","","","","","1280","","","","","3668","","","","","","","","","","","","","","664","2487","2019","0","","","42","","","","","","","","","","","","","","","","","","","","","3152","","","","","","","","","","32","","","","","","","","10","","","476","656","36","64","0","","","","","","","","","","","","9","25","","23","","","","","","","","","","","","","","","","","","","","","","","","","4470",""
"2014 Q4","","","","","601","","","","","3940","","","","","","","","","","","","","","141","1500","101","4","","","56","","","","","","","","","","","","","","","","","","","","","1642","","","","","","","","","","49","","","","","","","","7","","","1399","137","94","6","0","","","","","","","","","","","","6","28","4","35","","","","","","","","","","","","","","","","","","","","1323","","","","","11752",""
"2015 Q1","","","","","802","","","","","6047","","","","","","","","","","","","","","387","1368","281","84","","","47","","","","","","","","","","","","","","","","","","","","","1755","","","","","","","","","","36","","","","","","","","11","","","1075","314","79","16","5","","","","","","","","","","","","7","28","","49","","","","","","","","","","","","","","","","","","","","","","","","","9391",""
"2015 Q2","","","","","2402","","","","","9797","","","","","","","","","","","","","","1052","1687","1019","77","","","59","","","","","","","","","","","","","","","","","","","","","2739","","","","","","","","","","43","","","","","","","","16","","","854","789","60","37","3","","","","","","","","","","","","10","31","","31","","","","","","","","","","","","","","","","","","","","","","","","","11058",""
"2015 Q3","","","","","3502","","","","","8315","","","","","","","","","","","","","","468","727","64","2","","","60","","","","","","","","","","","","","","","","","","","","","1195","","","","","","","","","","50","","","","","","","","10","","","666","464","95","5","0","","","","","","","","","","","","9","37","9","39","","","","","","","","","","","","","","","","","","","","1113","","","","","2103",""
"2015 Q4","","","","","745","","","","","9176","","","","","","","","","","","","","","373","858","54","102","","","79","","","","","","","","","","","","","","","","","","","","","1231","","","","","","","","","","65","","","","","","","","14","","","770","304","88","4","8","","","","","","","","","","","","9","49","16","51","","","","","","","","","","","","","","","","","","","","8606","","","","","3009",""
"2016 Q1","","","","","","","","","","50364","","","","","","","","","","","","","","11106","753","7609","20","","","93","","","","","","","","","","","","","","","","","","","","","11859","","","","","","","","","","87","","","","","","","","6","","","631","3599","36","64","0","","","","","","","","","","","","","55","17","43","","","","","","","","","","","","","","","","","","","","965","","","","","8784",""
"2016 Q2","","","","","553","","","","","21978","","","","","","","","","","","","","","489","6727","4223","150","","","152","","","","","","","","","","","","","","","","","","","","","7216","","","","","","","","","","140","","","","","","","","12","","","2455","388","40","58","2","","","","","","","","","","","","10","71","11","34","","","","","","","","","","","","","","","","","","","","1651","","","","","1702",""
"2016 Q3","","","","","","","","","","28386","","","","","","","","","","","","","","353","2850","843","68","","","72","","","","","","","","","","","","","","","","","","","","","3203","","","","","","","","","","60","","","","","","","","12","","","1939","353","72","26","2","","","","","","","","","","","","","41","","27","","","","","","","","","","","","","","","","","","","","","","","","","2441",""
